customer_id,customer_name,email,city,state,customer_segment
C007144,Mary Ogunleye,customer007144@quickmart.example,Lagos,Lagos,Mass Market
C007145,Grace Abdullahi,customer007145@quickmart.example,Enugu,Enugu,Premium
C007146,Fatima Sani,customer007146@quickmart.example,Kaduna,Kaduna,Mass Market
C007147,Zainab Musa,customer007147@quickmart.example,Calabar,Cross River,Mass Market
C007148,Tunde Ibrahim,customer007148@quickmart.example,Akure,Ondo,Premium
C007149,Fatima Bello,customer007149@quickmart.example,Lekki,Lagos,Mass Market
C007150,Ibrahim Nwosu,customer007150@quickmart.example,Kaduna,Kaduna,Mass Market
C007151,Esther Danladi,customer007151@quickmart.example,Kaduna,Kaduna,Mass Market
C007152,Blessing Sani,customer007152@quickmart.example,Ilorin,Kwara,Business
C007153,Mary Okafor,customer007153@quickmart.example,Kaduna,Kaduna,Mass Market
C007154,Ada Okafor,customer007154@quickmart.example,Enugu,Enugu,Premium
C007155,Chinedu Usman,customer007155@quickmart.example,Osogbo,Osun,Mass Market
C007156,Samuel Ibrahim,customer007156@quickmart.example,Enugu,Enugu,Mass Market
C007157,Sarah Adebayo,customer007157@quickmart.example,Ikeja,Lagos,Mass Market
C007158,Sarah Bello,customer007158@quickmart.example,Benin City,Edo,Business
C007159,Mary Nwosu,customer007159@quickmart.example,Akure,Ondo,Mass Market
C007160,Daniel Okafor,customer007160@quickmart.example,Benin City,Edo,Business
C007161,Daniel Okoro,customer007161@quickmart.example,Maiduguri,Borno,Mass Market
C007162,Peter Abdullahi,customer007162@quickmart.example,Osogbo,Osun,Mass Market
C007163,Michael Okafor,customer007163@quickmart.example,Abuja,FCT,Mass Market
C007164,Peter Garba,customer007164@quickmart.example,Jos,Plateau,Mass Market
C007165,Michael Eze,customer007165@quickmart.example,Ibadan,Oyo,Mass Market
C007166,Chinedu Nwosu,customer007166@quickmart.example,Ibadan,Oyo,Mass Market
C007167,Esther Adeyemi,customer007167@quickmart.example,Kaduna,Kaduna,Premium
C007168,Sarah Akinyemi,customer007168@quickmart.example,Jos,Plateau,Premium
C007169,Blessing Ibrahim,customer007169@quickmart.example,Kaduna,Kaduna,Business
C007170,Zainab Yusuf,customer007170@quickmart.example,Uyo,Akwa Ibom,Mass Market
C007171,Zainab Okoro,customer007171@quickmart.example,Ibadan,Oyo,Premium
C007172,Ada Mohammed,customer007172@quickmart.example,Benin City,Edo,Mass Market
C007173,Kelechi Ibrahim,customer007173@quickmart.example,Akure,Ondo,Mass Market
C007174,Blessing Ibrahim,customer007174@quickmart.example,Uyo,Akwa Ibom,Mass Market
C007175,David Nwosu,customer007175@quickmart.example,Abeokuta,Ogun,Business
C007176,Ngozi Adeyemi,customer007176@quickmart.example,Abeokuta,Ogun,Mass Market
C007177,Sarah Bello,customer007177@quickmart.example,Osogbo,Osun,Mass Market
C007178,Peter Balogun,customer007178@quickmart.example,Enugu,Enugu,Mass Market
C007179,Blessing Adeyemi,customer007179@quickmart.example,Akure,Ondo,Mass Market
C007180,Fatima Adebayo,customer007180@quickmart.example,Akure,Ondo,Mass Market
C007181,Tunde Balogun,customer007181@quickmart.example,Jos,Plateau,Premium
C007182,Ada Adebayo,customer007182@quickmart.example,Port Harcourt,Rivers,Mass Market
C007183,Daniel Okoro,customer007183@quickmart.example,Kaduna,Kaduna,Mass Market
C007184,Ibrahim Danladi,customer007184@quickmart.example,Onitsha,Anambra,Mass Market
C007185,Grace Adeyemi,customer007185@quickmart.example,Onitsha,Anambra,Mass Market
C007186,Ada Musa,customer007186@quickmart.example,Ilorin,Kwara,Mass Market
C007187,Tunde Okoro,customer007187@quickmart.example,Akure,Ondo,Mass Market
C007188,David Adeyemi,customer007188@quickmart.example,Uyo,Akwa Ibom,Mass Market
C007189,Samuel Sani,customer007189@quickmart.example,Lekki,Lagos,Mass Market
C007190,Daniel Okoro,customer007190@quickmart.example,Kaduna,Kaduna,Mass Market
C007191,Tunde Lawal,customer007191@quickmart.example,Enugu,Enugu,Mass Market
C007192,Kelechi Ibrahim,customer007192@quickmart.example,Onitsha,Anambra,Mass Market
C007193,Esther Adeyemi,customer007193@quickmart.example,Akure,Ondo,Mass Market
C007194,Emeka Eze,customer007194@quickmart.example,Jos,Plateau,Mass Market
C007195,Sarah Mohammed,customer007195@quickmart.example,Ado-Ekiti,Ekiti,Mass Market
C007196,Zainab Okafor,customer007196@quickmart.example,Kaduna,Kaduna,Mass Market
C007197,Fatima Mohammed,customer007197@quickmart.example,Lekki,Lagos,Business
C007198,Oluwaseun Ogunleye,customer007198@quickmart.example,Benin City,Edo,Premium
C007199,Grace Ibrahim,customer007199@quickmart.example,Lekki,Lagos,Mass Market
C007200,Chinedu Danladi,customer007200@quickmart.example,Jos,Plateau,Mass Market
C007201,Yusuf Akinyemi,customer007201@quickmart.example,Abeokuta,Ogun,Mass Market
C007202,Fatima Nwosu,customer007202@quickmart.example,Lagos,Lagos,Mass Market
C007203,Samuel Lawal,customer007203@quickmart.example,Ilorin,Kwara,Mass Market
C007204,Mary Sani,customer007204@quickmart.example,Uyo,Akwa Ibom,Premium
C007205,Amina Okafor,customer007205@quickmart.example,Lekki,Lagos,Business
C007206,Ngozi Ibrahim,customer007206@quickmart.example,Enugu,Enugu,Business
C007207,Kelechi Adeyemi,customer007207@quickmart.example,Port Harcourt,Rivers,Mass Market
C007208,Grace Eze,customer007208@quickmart.example,Lekki,Lagos,Business
C007209,Tunde Sani,customer007209@quickmart.example,Onitsha,Anambra,Premium
C007210,Oluwaseun Balogun,customer007210@quickmart.example,Abuja,FCT,Mass Market
C007211,Peter Eze,customer007211@quickmart.example,Ado-Ekiti,Ekiti,Business
C007212,Amina Adebayo,customer007212@quickmart.example,Onitsha,Anambra,Business
C007213,Ngozi Garba,customer007213@quickmart.example,Lekki,Lagos,Mass Market
C007214,Mary Musa,customer007214@quickmart.example,Port Harcourt,Rivers,Premium
C007215,Samuel Bello,customer007215@quickmart.example,Lekki,Lagos,Premium
C007216,Samuel Nwosu,customer007216@quickmart.example,Uyo,Akwa Ibom,Mass Market
C007217,Michael Lawal,customer007217@quickmart.example,Abuja,FCT,Mass Market
C007218,John Akinyemi,customer007218@quickmart.example,Benin City,Edo,Mass Market
C007219,Samuel Garba,customer007219@quickmart.example,Ilorin,Kwara,Business
C007220,Grace Okoro,customer007220@quickmart.example,Ado-Ekiti,Ekiti,Mass Market
C007221,Ibrahim Nwosu,customer007221@quickmart.example,Port Harcourt,Rivers,Mass Market
C007222,Hauwa Usman,customer007222@quickmart.example,Ikeja,Lagos,Mass Market
C007223,Blessing Musa,customer007223@quickmart.example,Abuja,FCT,Mass Market
C007224,Ibrahim Mohammed,customer007224@quickmart.example,Onitsha,Anambra,Mass Market
C007225,Ngozi Okoro,customer007225@quickmart.example,Lagos,Lagos,Mass Market
C007226,Michael Yusuf,customer007226@quickmart.example,Kaduna,Kaduna,Premium
C007227,Amina Ogunleye,customer007227@quickmart.example,Kano,Kano,Mass Market
C007228,Zainab Okoro,customer007228@quickmart.example,Kano,Kano,Business
C007229,Zainab Ibrahim,customer007229@quickmart.example,Maiduguri,Borno,Premium
C007230,Michael Adeyemi,customer007230@quickmart.example,Osogbo,Osun,Mass Market
C007231,Esther Yusuf,customer007231@quickmart.example,Akure,Ondo,Mass Market
C007232,Yusuf Ogunleye,customer007232@quickmart.example,Akure,Ondo,Mass Market
C007233,Tunde Adeyemi,customer007233@quickmart.example,Akure,Ondo,Business
C007234,Blessing Abdullahi,customer007234@quickmart.example,Ibadan,Oyo,Mass Market
C007235,Ibrahim Okafor,customer007235@quickmart.example,Kaduna,Kaduna,Premium
C007236,Mary Danladi,customer007236@quickmart.example,Ikeja,Lagos,Business
C007237,Emeka Usman,customer007237@quickmart.example,Calabar,Cross River,Mass Market
C007238,Ibrahim Okoro,customer007238@quickmart.example,Akure,Ondo,Business
C007239,Fatima Musa,customer007239@quickmart.example,Lagos,Lagos,Premium
C007240,Kelechi Usman,customer007240@quickmart.example,Ibadan,Oyo,Mass Market
C007241,Ngozi Lawal,customer007241@quickmart.example,Ibadan,Oyo,Business
C007242,Michael Adebayo,customer007242@quickmart.example,Osogbo,Osun,Mass Market
C007243,Samuel Nwosu,customer007243@quickmart.example,Calabar,Cross River,Mass Market
C007244,Samuel Danladi,customer007244@quickmart.example,Abuja,FCT,Mass Market
C007245,Sarah Sani,customer007245@quickmart.example,Lagos,Lagos,Premium
C007246,Tunde Adeyemi,customer007246@quickmart.example,Jos,Plateau,Premium
C007247,Mary Usman,customer007247@quickmart.example,Enugu,Enugu,Mass Market
C007248,Ada Musa,customer007248@quickmart.example,Lagos,Lagos,Mass Market
C007249,Chinedu Musa,customer007249@quickmart.example,Benin City,Edo,Mass Market
C007250,Hauwa Balogun,customer007250@quickmart.example,Port Harcourt,Rivers,Mass Market
C007251,Ibrahim Yusuf,customer007251@quickmart.example,Maiduguri,Borno,Mass Market
C007252,Esther Yusuf,customer007252@quickmart.example,Ibadan,Oyo,Premium
C007253,Peter Akinyemi,customer007253@quickmart.example,Ibadan,Oyo,Mass Market
C007254,Zainab Akinyemi,customer007254@quickmart.example,Jos,Plateau,Mass Market
C007255,Grace Bello,customer007255@quickmart.example,Kano,Kano,Mass Market
C007256,Hauwa Ibrahim,customer007256@quickmart.example,Osogbo,Osun,Business
C007257,Zainab Garba,customer007257@quickmart.example,Calabar,Cross River,Mass Market
C007258,Hauwa Eze,customer007258@quickmart.example,Abuja,FCT,Mass Market
C007259,Mary Garba,customer007259@quickmart.example,Kano,Kano,Mass Market
C007260,John Sani,customer007260@quickmart.example,Onitsha,Anambra,Mass Market
C007261,Grace Sani,customer007261@quickmart.example,Akure,Ondo,Premium
C007262,David Adeyemi,customer007262@quickmart.example,Abeokuta,Ogun,Mass Market
C007263,Sarah Balogun,customer007263@quickmart.example,Abuja,FCT,Premium
C007264,Kelechi Akinyemi,customer007264@quickmart.example,Onitsha,Anambra,Mass Market
C007265,Ngozi Usman,customer007265@quickmart.example,Akure,Ondo,Mass Market
C007266,Esther Ibrahim,customer007266@quickmart.example,Abuja,FCT,Mass Market
C007267,Peter Nwosu,customer007267@quickmart.example,Benin City,Edo,Mass Market
C007268,Chinedu Musa,customer007268@quickmart.example,Ilorin,Kwara,Mass Market
C007269,Tunde Balogun,customer007269@quickmart.example,Jos,Plateau,Mass Market
C007270,Esther Ogunleye,customer007270@quickmart.example,Calabar,Cross River,Premium
C007271,Fatima Okoro,customer007271@quickmart.example,Port Harcourt,Rivers,Mass Market
C007272,Daniel Garba,customer007272@quickmart.example,Akure,Ondo,Mass Market
C007273,Esther Okafor,customer007273@quickmart.example,Onitsha,Anambra,Mass Market
C007274,Ada Akinyemi,customer007274@quickmart.example,Osogbo,Osun,Mass Market
C007275,Daniel Garba,customer007275@quickmart.example,Akure,Ondo,Premium
C007276,Grace Abdullahi,customer007276@quickmart.example,Abeokuta,Ogun,Premium
C007277,Samuel Adebayo,customer007277@quickmart.example,Akure,Ondo,Mass Market
C007278,Ada Musa,customer007278@quickmart.example,Lekki,Lagos,Premium
C007279,Ngozi Ibrahim,customer007279@quickmart.example,Abuja,FCT,Mass Market
C007280,Musa Okoro,customer007280@quickmart.example,Lagos,Lagos,Mass Market
C007281,Hauwa Okoro,customer007281@quickmart.example,Lekki,Lagos,Mass Market
C007282,Samuel Lawal,customer007282@quickmart.example,Uyo,Akwa Ibom,Premium
C007283,Yusuf Eze,customer007283@quickmart.example,Lekki,Lagos,Mass Market
C007284,Amina Eze,customer007284@quickmart.example,Ibadan,Oyo,Mass Market
C007285,David Danladi,customer007285@quickmart.example,Jos,Plateau,Business
C007286,Ada Musa,customer007286@quickmart.example,Ado-Ekiti,Ekiti,Business
C007287,Hauwa Yusuf,customer007287@quickmart.example,Ado-Ekiti,Ekiti,Premium
C007288,John Danladi,customer007288@quickmart.example,Maiduguri,Borno,Mass Market
C007289,Chinedu Akinyemi,customer007289@quickmart.example,Ikeja,Lagos,Mass Market
C007290,Daniel Garba,customer007290@quickmart.example,Lekki,Lagos,Mass Market
C007291,Hauwa Akinyemi,customer007291@quickmart.example,Kaduna,Kaduna,Mass Market
C007292,Sarah Abdullahi,customer007292@quickmart.example,Abuja,FCT,Mass Market
C007293,Samuel Danladi,customer007293@quickmart.example,Ikeja,Lagos,Premium
C007294,Ibrahim Okafor,customer007294@quickmart.example,Port Harcourt,Rivers,Mass Market
C007295,Grace Adeyemi,customer007295@quickmart.example,Benin City,Edo,Mass Market
C007296,Blessing Musa,customer007296@quickmart.example,Jos,Plateau,Mass Market
C007297,Samuel Balogun,customer007297@quickmart.example,Lagos,Lagos,Mass Market
C007298,Samuel Abdullahi,customer007298@quickmart.example,Jos,Plateau,Premium
C007299,Chinedu Balogun,customer007299@quickmart.example,Benin City,Edo,Mass Market
C007300,Emeka Bello,customer007300@quickmart.example,Abeokuta,Ogun,Premium
C007301,Peter Nwosu,customer007301@quickmart.example,Calabar,Cross River,Mass Market
C007302,Fatima Abdullahi,customer007302@quickmart.example,Akure,Ondo,Mass Market
C007303,Oluwaseun Mohammed,customer007303@quickmart.example,Osogbo,Osun,Mass Market
C007304,Grace Bello,customer007304@quickmart.example,Ilorin,Kwara,Mass Market
C007305,Zainab Danladi,customer007305@quickmart.example,Ilorin,Kwara,Business
C007306,Fatima Eze,customer007306@quickmart.example,Ibadan,Oyo,Premium
C007307,Musa Balogun,customer007307@quickmart.example,Kaduna,Kaduna,Mass Market
C007308,Grace Sani,customer007308@quickmart.example,Lagos,Lagos,Business
C007309,Peter Lawal,customer007309@quickmart.example,Enugu,Enugu,Premium
C007310,Fatima Sani,customer007310@quickmart.example,Calabar,Cross River,Mass Market
C007311,Emeka Okafor,customer007311@quickmart.example,Ilorin,Kwara,Business
C007312,David Usman,customer007312@quickmart.example,Lagos,Lagos,Premium
C007313,Ngozi Balogun,customer007313@quickmart.example,Enugu,Enugu,Premium
C007314,Mary Adebayo,customer007314@quickmart.example,Akure,Ondo,Mass Market
C007315,Zainab Okafor,customer007315@quickmart.example,Lekki,Lagos,Mass Market
C007316,Chinedu Akinyemi,customer007316@quickmart.example,Port Harcourt,Rivers,Premium
C007317,Hauwa Ibrahim,customer007317@quickmart.example,Abuja,FCT,Premium
C007318,Emeka Okoro,customer007318@quickmart.example,Osogbo,Osun,Premium
C007319,Musa Yusuf,customer007319@quickmart.example,Enugu,Enugu,Premium
C007320,Daniel Danladi,customer007320@quickmart.example,Calabar,Cross River,Business
C007321,Grace Nwosu,customer007321@quickmart.example,Port Harcourt,Rivers,Mass Market
C007322,Grace Musa,customer007322@quickmart.example,Akure,Ondo,Mass Market
C007323,Zainab Adeyemi,customer007323@quickmart.example,Abuja,FCT,Mass Market
C007324,Zainab Abdullahi,customer007324@quickmart.example,Uyo,Akwa Ibom,Mass Market
C007325,Tunde Ogunleye,customer007325@quickmart.example,Jos,Plateau,Mass Market
C007326,Zainab Balogun,customer007326@quickmart.example,Enugu,Enugu,Mass Market
C007327,Samuel Akinyemi,customer007327@quickmart.example,Ilorin,Kwara,Mass Market
C007328,Hauwa Bello,customer007328@quickmart.example,Ibadan,Oyo,Mass Market
C007329,Blessing Balogun,customer007329@quickmart.example,Akure,Ondo,Mass Market
C007330,Samuel Okafor,customer007330@quickmart.example,Uyo,Akwa Ibom,Mass Market
C007331,Samuel Sani,customer007331@quickmart.example,Jos,Plateau,Mass Market
C007332,Chinedu Okafor,customer007332@quickmart.example,Enugu,Enugu,Mass Market
C007333,Ibrahim Eze,customer007333@quickmart.example,Ilorin,Kwara,Premium
C007334,Grace Balogun,customer007334@quickmart.example,Benin City,Edo,Mass Market
C007335,Ibrahim Garba,customer007335@quickmart.example,Onitsha,Anambra,Mass Market
C007336,Mary Usman,customer007336@quickmart.example,Enugu,Enugu,Mass Market
C007337,Kelechi Mohammed,customer007337@quickmart.example,Calabar,Cross River,Mass Market
C007338,Blessing Adebayo,customer007338@quickmart.example,Abeokuta,Ogun,Premium
C007339,David Okoro,customer007339@quickmart.example,Lagos,Lagos,Business
C007340,Esther Okoro,customer007340@quickmart.example,Jos,Plateau,Mass Market
C007341,Zainab Danladi,customer007341@quickmart.example,Ado-Ekiti,Ekiti,Mass Market
C007342,Ibrahim Yusuf,customer007342@quickmart.example,Lekki,Lagos,Premium
C007343,Emeka Yusuf,customer007343@quickmart.example,Akure,Ondo,Premium
C007344,Michael Okafor,customer007344@quickmart.example,Jos,Plateau,Mass Market
C007345,Sarah Lawal,customer007345@quickmart.example,Abeokuta,Ogun,Mass Market
C007346,Fatima Ogunleye,customer007346@quickmart.example,Benin City,Edo,Business
C007347,Amina Adebayo,customer007347@quickmart.example,Ado-Ekiti,Ekiti,Mass Market
C007348,Ibrahim Okafor,customer007348@quickmart.example,Akure,Ondo,Mass Market
C007349,Oluwaseun Abdullahi,customer007349@quickmart.example,Onitsha,Anambra,Premium
C007350,Peter Okoro,customer007350@quickmart.example,Port Harcourt,Rivers,Mass Market
C007351,Peter Okoro,customer007351@quickmart.example,Ado-Ekiti,Ekiti,Business
C007352,Emeka Garba,customer007352@quickmart.example,Osogbo,Osun,Business
C007353,Blessing Bello,customer007353@quickmart.example,Calabar,Cross River,Premium
C007354,Ibrahim Nwosu,customer007354@quickmart.example,Maiduguri,Borno,Mass Market
C007355,Oluwaseun Bello,customer007355@quickmart.example,Ado-Ekiti,Ekiti,Mass Market
C007356,Esther Nwosu,customer007356@quickmart.example,Lagos,Lagos,Mass Market
C007357,Fatima Adeyemi,customer007357@quickmart.example,Lagos,Lagos,Mass Market
C007358,Samuel Adebayo,customer007358@quickmart.example,Enugu,Enugu,Mass Market
C007359,Emeka Bello,customer007359@quickmart.example,Maiduguri,Borno,Mass Market
C007360,Daniel Okoro,customer007360@quickmart.example,Abuja,FCT,Mass Market
C007361,Daniel Lawal,customer007361@quickmart.example,Maiduguri,Borno,Premium
C007362,Sarah Okoro,customer007362@quickmart.example,Akure,Ondo,Premium
C007363,Amina Adeyemi,customer007363@quickmart.example,Lekki,Lagos,Mass Market
C007364,John Garba,customer007364@quickmart.example,Benin City,Edo,Mass Market
C007365,Kelechi Sani,customer007365@quickmart.example,Abeokuta,Ogun,Mass Market
C007366,Chinedu Sani,customer007366@quickmart.example,Ikeja,Lagos,Mass Market
C007367,Sarah Akinyemi,customer007367@quickmart.example,Ilorin,Kwara,Premium
C007368,Ngozi Adeyemi,customer007368@quickmart.example,Abeokuta,Ogun,Mass Market
C007369,David Okoro,customer007369@quickmart.example,Enugu,Enugu,Mass Market
C007370,John Adeyemi,customer007370@quickmart.example,Ilorin,Kwara,Mass Market
C007371,Peter Eze,customer007371@quickmart.example,Jos,Plateau,Business
C007372,David Bello,customer007372@quickmart.example,Ikeja,Lagos,Business
C007373,Esther Mohammed,customer007373@quickmart.example,Ikeja,Lagos,Mass Market
C007374,Ibrahim Lawal,customer007374@quickmart.example,Kaduna,Kaduna,Mass Market
C007375,Blessing Balogun,customer007375@quickmart.example,Lagos,Lagos,Mass Market
C007376,Oluwaseun Yusuf,customer007376@quickmart.example,Akure,Ondo,Mass Market
C007377,Michael Yusuf,customer007377@quickmart.example,Ibadan,Oyo,Mass Market
C007378,Michael Okoro,customer007378@quickmart.example,Lagos,Lagos,Mass Market
C007379,Ibrahim Ogunleye,customer007379@quickmart.example,Lekki,Lagos,Mass Market
C007380,Blessing Musa,customer007380@quickmart.example,Ilorin,Kwara,Business
C007381,Yusuf Musa,customer007381@quickmart.example,Enugu,Enugu,Premium
C007382,Amina Adebayo,customer007382@quickmart.example,Ilorin,Kwara,Premium
C007383,Grace Balogun,customer007383@quickmart.example,Kano,Kano,Premium
C007384,Michael Okafor,customer007384@quickmart.example,Kano,Kano,Mass Market
C007385,Michael Danladi,customer007385@quickmart.example,Ilorin,Kwara,Mass Market
C007386,David Danladi,customer007386@quickmart.example,Lekki,Lagos,Premium
C007387,Peter Musa,customer007387@quickmart.example,Kaduna,Kaduna,Mass Market
C007388,Musa Yusuf,customer007388@quickmart.example,Lekki,Lagos,Mass Market
C007389,Grace Lawal,customer007389@quickmart.example,Jos,Plateau,Mass Market
C007390,Sarah Sani,customer007390@quickmart.example,Maiduguri,Borno,Mass Market
C007391,Kelechi Garba,customer007391@quickmart.example,Akure,Ondo,Mass Market
C007392,Chinedu Lawal,customer007392@quickmart.example,Ilorin,Kwara,Premium
C007393,Fatima Ibrahim,customer007393@quickmart.example,Ilorin,Kwara,Premium
C007394,Fatima Lawal,customer007394@quickmart.example,Kaduna,Kaduna,Mass Market
C007395,Esther Bello,customer007395@quickmart.example,Uyo,Akwa Ibom,Mass Market
C007396,Daniel Adebayo,customer007396@quickmart.example,Ado-Ekiti,Ekiti,Business
C007397,Ngozi Danladi,customer007397@quickmart.example,Enugu,Enugu,Business
C007398,Amina Musa,customer007398@quickmart.example,Lekki,Lagos,Mass Market
C007399,Amina Lawal,customer007399@quickmart.example,Ilorin,Kwara,Premium
C007400,Chinedu Adebayo,customer007400@quickmart.example,Lekki,Lagos,Premium
C007401,Sarah Sani,customer007401@quickmart.example,Kano,Kano,Mass Market
C007402,Zainab Abdullahi,customer007402@quickmart.example,Ibadan,Oyo,Mass Market
C007403,David Lawal,customer007403@quickmart.example,Ikeja,Lagos,Business
C007404,Samuel Lawal,customer007404@quickmart.example,Calabar,Cross River,Premium
C007405,Chinedu Balogun,customer007405@quickmart.example,Onitsha,Anambra,Mass Market
C007406,Esther Ibrahim,customer007406@quickmart.example,Jos,Plateau,Business
C007407,Kelechi Lawal,customer007407@quickmart.example,Kaduna,Kaduna,Premium
C007408,Yusuf Garba,customer007408@quickmart.example,Onitsha,Anambra,Mass Market
C007409,Musa Garba,customer007409@quickmart.example,Port Harcourt,Rivers,Mass Market
C007410,Daniel Lawal,customer007410@quickmart.example,Abeokuta,Ogun,Premium
C007411,David Adebayo,customer007411@quickmart.example,Benin City,Edo,Mass Market
C007412,Mary Mohammed,customer007412@quickmart.example,Calabar,Cross River,Mass Market
C007413,Hauwa Mohammed,customer007413@quickmart.example,Enugu,Enugu,Premium
C007414,Ibrahim Danladi,customer007414@quickmart.example,Ado-Ekiti,Ekiti,Premium
C007415,Samuel Eze,customer007415@quickmart.example,Port Harcourt,Rivers,Mass Market
C007416,Hauwa Ibrahim,customer007416@quickmart.example,Jos,Plateau,Mass Market
C007417,Ada Garba,customer007417@quickmart.example,Uyo,Akwa Ibom,Premium
C007418,Chinedu Balogun,customer007418@quickmart.example,Abeokuta,Ogun,Mass Market
C007419,Zainab Ogunleye,customer007419@quickmart.example,Onitsha,Anambra,Mass Market
C007420,Sarah Adeyemi,customer007420@quickmart.example,Onitsha,Anambra,Business
C007421,Yusuf Garba,customer007421@quickmart.example,Abuja,FCT,Premium
C007422,Emeka Garba,customer007422@quickmart.example,Abuja,FCT,Mass Market
C007423,John Okoro,customer007423@quickmart.example,Ikeja,Lagos,Mass Market
C007424,Sarah Mohammed,customer007424@quickmart.example,Lekki,Lagos,Mass Market
C007425,Oluwaseun Mohammed,customer007425@quickmart.example,Ikeja,Lagos,Mass Market
C007426,Kelechi Abdullahi,customer007426@quickmart.example,Onitsha,Anambra,Business
C007427,Esther Sani,customer007427@quickmart.example,Lekki,Lagos,Mass Market
C007428,Sarah Adeyemi,customer007428@quickmart.example,Port Harcourt,Rivers,Mass Market
C007429,Zainab Mohammed,customer007429@quickmart.example,Lekki,Lagos,Mass Market
C007430,Emeka Garba,customer007430@quickmart.example,Calabar,Cross River,Mass Market
C007431,Zainab Yusuf,customer007431@quickmart.example,Ilorin,Kwara,Mass Market
C007432,Ada Nwosu,customer007432@quickmart.example,Abuja,FCT,Mass Market
C007433,Blessing Usman,customer007433@quickmart.example,Uyo,Akwa Ibom,Mass Market
C007434,Sarah Nwosu,customer007434@quickmart.example,Abeokuta,Ogun,Premium
C007435,Chinedu Yusuf,customer007435@quickmart.example,Onitsha,Anambra,Premium
C007436,Ada Ogunleye,customer007436@quickmart.example,Onitsha,Anambra,Mass Market
C007437,Ada Balogun,customer007437@quickmart.example,Jos,Plateau,Mass Market
C007438,Oluwaseun Balogun,customer007438@quickmart.example,Uyo,Akwa Ibom,Mass Market
C007439,Esther Lawal,customer007439@quickmart.example,Osogbo,Osun,Mass Market
C007440,Tunde Lawal,customer007440@quickmart.example,Jos,Plateau,Premium
C007441,John Yusuf,customer007441@quickmart.example,Abuja,FCT,Premium
C007442,Michael Abdullahi,customer007442@quickmart.example,Jos,Plateau,Mass Market
C007443,Esther Ibrahim,customer007443@quickmart.example,Enugu,Enugu,Premium
C007444,Ngozi Mohammed,customer007444@quickmart.example,Lekki,Lagos,Mass Market
C007445,Hauwa Balogun,customer007445@quickmart.example,Maiduguri,Borno,Mass Market
C007446,Emeka Mohammed,customer007446@quickmart.example,Benin City,Edo,Mass Market
C007447,Mary Musa,customer007447@quickmart.example,Maiduguri,Borno,Mass Market
C007448,Chinedu Usman,customer007448@quickmart.example,Maiduguri,Borno,Mass Market
C007449,Sarah Mohammed,customer007449@quickmart.example,Ikeja,Lagos,Mass Market
C007450,Ada Ogunleye,customer007450@quickmart.example,Lekki,Lagos,Mass Market
C007451,Peter Akinyemi,customer007451@quickmart.example,Ibadan,Oyo,Mass Market
C007452,Peter Ogunleye,customer007452@quickmart.example,Enugu,Enugu,Mass Market
C007453,Emeka Musa,customer007453@quickmart.example,Kaduna,Kaduna,Mass Market
C007454,Kelechi Danladi,customer007454@quickmart.example,Lagos,Lagos,Mass Market
C007455,Michael Eze,customer007455@quickmart.example,Enugu,Enugu,Mass Market
C007456,Samuel Akinyemi,customer007456@quickmart.example,Kano,Kano,Mass Market
C007457,Esther Mohammed,customer007457@quickmart.example,Ado-Ekiti,Ekiti,Mass Market
C007458,Yusuf Abdullahi,customer007458@quickmart.example,Calabar,Cross River,Premium
C007459,David Eze,customer007459@quickmart.example,Ado-Ekiti,Ekiti,Mass Market
C007460,Sarah Okoro,customer007460@quickmart.example,Enugu,Enugu,Premium
C007461,Musa Okoro,customer007461@quickmart.example,Ilorin,Kwara,Mass Market
C007462,Oluwaseun Bello,customer007462@quickmart.example,Ikeja,Lagos,Premium
C007463,Grace Danladi,customer007463@quickmart.example,Calabar,Cross River,Mass Market
C007464,Zainab Akinyemi,customer007464@quickmart.example,Benin City,Edo,Business
C007465,Tunde Balogun,customer007465@quickmart.example,Lagos,Lagos,Mass Market
C007466,Esther Musa,customer007466@quickmart.example,Ikeja,Lagos,Business
C007467,Hauwa Lawal,customer007467@quickmart.example,Kano,Kano,Mass Market
C007468,Esther Ogunleye,customer007468@quickmart.example,Kaduna,Kaduna,Premium
C007469,Zainab Bello,customer007469@quickmart.example,Abeokuta,Ogun,Mass Market
C007470,John Danladi,customer007470@quickmart.example,Calabar,Cross River,Mass Market
C007471,Sarah Balogun,customer007471@quickmart.example,Jos,Plateau,Mass Market
C007472,Kelechi Okafor,customer007472@quickmart.example,Abuja,FCT,Mass Market
C007473,Grace Ibrahim,customer007473@quickmart.example,Ilorin,Kwara,Mass Market
C007474,Samuel Usman,customer007474@quickmart.example,Benin City,Edo,Mass Market
C007475,Tunde Ogunleye,customer007475@quickmart.example,Calabar,Cross River,Mass Market
C007476,Sarah Sani,customer007476@quickmart.example,Port Harcourt,Rivers,Mass Market
C007477,Oluwaseun Bello,customer007477@quickmart.example,Uyo,Akwa Ibom,Mass Market
C007478,Peter Bello,customer007478@quickmart.example,Akure,Ondo,Mass Market
C007479,Peter Danladi,customer007479@quickmart.example,Ikeja,Lagos,Premium
C007480,Tunde Danladi,customer007480@quickmart.example,Lekki,Lagos,Mass Market
C007481,Hauwa Okafor,customer007481@quickmart.example,Uyo,Akwa Ibom,Premium
C007482,Grace Mohammed,customer007482@quickmart.example,Enugu,Enugu,Mass Market
